6 Month Avg Chbk Amt,6-Month Chbk Freq,Is declined,Is Foreign Transaction,Is Fradulent,Is High Risk Country,Merchant id,Total Number of declines/day,Average Amount/transaction/day,Daily chargeback avg amt,Number of Records,Transaction amount,Currency
0,0,N,Y,Y,N,6118190038,5,862.8380502,0,1,41416.22641,SGD
0,0,N,Y,Y,Y,6122610392,0,831.8627613,0,1,49079.90292,SGD
0,0,N,N,Y,N,6124595289,9,81.92117847,0,1,3850.295388,SGD
0,0,N,Y,Y,Y,6139931192,0,347.7253025,0,1,19820.34224,SGD
0,0,N,Y,Y,Y,6142510334,0,249.8231543,0,1,6245.578858,SGD
673,9,N,N,Y,N,6148192483,9,768.5943157,795,1,46115.65894,SGD
859,3,N,Y,Y,Y,6177585619,5,519.3985865,987,1,16101.35618,SGD
0,0,N,Y,Y,Y,6188405933,4,456.3813634,0,1,11865.91545,SGD
0,0,N,Y,Y,Y,6189443441,9,894.7819545,0,1,37580.84209,SGD
0,0,N,Y,Y,Y,6196064718,2,793.550405,0,1,27774.26418,SGD
0,0,N,Y,Y,Y,6199861179,3,916.0180605,0,1,27480.54182,SGD
0,0,N,Y,Y,Y,6201160714,8,114.2010307,0,1,6623.659781,SGD
381,6,N,Y,Y,Y,6210230406,3,241.8275704,995,1,13542.34394,SGD
527,7,N,Y,Y,N,6278623414,0,115.0563898,557,1,4487.199202,SGD
224,7,N,N,Y,N,6283390216,0,331.8126225,398,1,17586.06899,SGD
0,0,N,Y,Y,Y,6283975662,3,908.1458054,0,1,23611.79094,SGD
0,0,N,Y,Y,N,6287176937,0,173.3603869,0,1,4334.009673,SGD
0,0,N,Y,Y,Y,6291161670,0,654.8001656,0,1,25537.20646,SGD
0,0,N,Y,Y,Y,6298132922,9,263.3156802,0,1,6582.892005,SGD
0,0,N,Y,Y,Y,6321557899,2,715.1170832,0,1,24313.98083,SGD
0,0,N,Y,Y,Y,6326408917,0,735.9010899,0,1,25756.53815,SGD
934,6,N,N,Y,N,6338071932,2,942.3427767,943,1,44290.1105,SGD
0,0,N,Y,Y,Y,6339832383,0,47.18366965,0,1,1651.428438,SGD
0,0,N,Y,Y,N,6347291796,5,411.2015311,0,1,14392.05359,SGD
0,0,N,Y,Y,N,6348242452,0,544.050812,0,1,14689.37192,SGD
0,0,N,Y,Y,Y,6353760025,9,324.6814562,0,1,10065.12514,SGD
708,6,N,Y,Y,N,6356587989,0,69.80049552,884,1,1814.812884,SGD
929,9,N,N,Y,N,6374053602,0,94.27628892,938,1,5373.748468,SGD
0,0,N,Y,Y,N,6378428813,3,687.7898409,0,1,17882.53586,SGD
764,6,N,Y,Y,Y,6392329354,0,989.7481646,982,1,30682.1931,SGD
0,0,N,Y,Y,Y,6396307681,0,380.3262615,0,1,17495.00803,SGD
0,0,N,Y,Y,N,6403649379,0,805.5476019,0,1,31416.35647,SGD
0,0,N,Y,Y,Y,6412131239,4,684.2297364,0,1,30106.1084,SGD
0,0,N,N,Y,N,6416323290,9,483.5514489,0,1,13539.44057,SGD
188,7,N,N,Y,N,6419109258,0,534.4449872,780,1,14430.01465,SGD
815,6,N,N,Y,N,6455635890,0,705.8118035,940,1,41642.89641,SGD
0,0,N,Y,Y,Y,6471049957,0,81.53100514,0,1,4728.798298,SGD
195,1,N,N,Y,N,6485322328,8,421.2386089,777,1,19798.21462,SGD
0,0,N,N,Y,N,6486520105,8,107.0893057,0,1,3212.679171,SGD
826,9,N,N,Y,N,6487405222,0,302.5597406,941,1,17548.46495,SGD
0,0,N,Y,Y,N,6494182360,1,503.9905822,0,1,28223.4726,SGD
0,0,N,Y,Y,Y,6511919222,6,238.2450816,0,1,10482.78359,SGD
0,0,N,Y,Y,Y,6514902255,6,9.919197533,0,1,257.8991359,SGD
0,0,N,Y,Y,Y,6516357223,7,43.21184997,0,1,2333.439898,SGD
386,8,N,N,Y,N,6537548014,0,895.6099868,841,1,50154.15926,SGD
0,0,N,Y,Y,Y,6553441185,8,796.4496467,0,1,19911.24117,SGD
0,0,N,Y,Y,Y,6561840914,9,814.1466471,0,1,24424.39941,SGD
0,0,N,Y,Y,N,6586987902,6,973.996789,0,1,56491.81376,SGD
0,0,N,Y,Y,Y,6597904988,0,259.3645136,0,1,13227.59019,SGD
512,8,N,N,Y,N,6606661761,4,756.7421967,673,1,37080.36764,SGD
0,0,N,Y,Y,Y,6612448144,6,979.5642622,0,1,49957.77737,SGD
645,6,N,N,Y,N,6619775423,0,378.3035981,956,1,12862.32234,SGD
0,0,N,Y,Y,Y,6633884878,2,263.4791392,0,1,8694.811594,SGD
0,0,N,Y,Y,Y,6656725630,6,769.0106009,0,1,40757.56185,SGD
585,7,N,Y,Y,N,6661273529,4,880.9781253,754,1,24667.38751,SGD
585,7,Y,Y,Y,N,6661273529,1,1000,754,1,56000,SGD
585,7,Y,Y,Y,N,6661273529,2,2000,754,1,54000,SGD
585,7,N,Y,Y,N,6661273529,3,2000,754,1,106000,SGD
585,7,N,Y,Y,N,6661273529,4,1000,754,1,28000,SGD
585,7,N,Y,Y,N,6661273529,5,500,754,1,20000,EUR
585,7,N,Y,Y,N,6661273529,6,300,754,1,15000,EUR
585,7,Y,Y,Y,N,6661273530,0,1000,754,1,27000,EUR
585,7,Y,Y,Y,N,6661273530,1,1000,754,1,34000,EUR
585,7,Y,Y,Y,N,6661273530,2,2000,754,1,80000,EUR
585,7,Y,Y,Y,N,6661273530,3,2000,754,1,108000,EUR
585,7,Y,Y,Y,N,6661273530,4,1000,754,1,29000,EUR
585,7,Y,Y,Y,N,6661273530,5,500,754,1,23000,EUR
585,7,Y,Y,Y,N,6661273530,6,300,754,1,15300,EUR
585,7,Y,Y,Y,Y,6661273531,0,1200,754,1,61200,EUR
585,7,Y,Y,Y,Y,6661273531,1,600,754,1,16200,EUR
585,7,Y,Y,Y,Y,6661273531,2,300,754,1,7800,EUR
585,7,Y,N,Y,N,6661273531,0,500,754,1,16500,EUR
585,7,Y,N,Y,N,6661273531,1,500,754,1,19500,EUR
585,7,Y,N,Y,N,6661273531,2,500,754,1,14000,EUR
585,7,Y,N,Y,N,6661273532,1,500,754,1,17500,EUR
585,7,N,N,Y,N,6661273532,2,500,754,1,23000,EUR
585,7,Y,N,Y,N,6661273532,1,800,754,1,24800,EUR
585,7,Y,N,Y,N,6661273532,2,400,754,1,10400,EUR
585,7,N,N,Y,N,6661273532,3,200,754,1,10400,EUR
585,7,Y,N,Y,N,6661273533,1,800,754,1,35200,EUR
585,7,Y,N,Y,N,6661273533,2,400,754,1,14000,EUR
585,7,N,N,Y,N,6661273533,3,200,754,1,7800,EUR
585,7,Y,Y,Y,Y,6661273534,0,800,754,1,31200,EUR
585,7,Y,Y,Y,Y,6661273534,1,700,754,1,25900,EUR
585,7,Y,Y,Y,Y,6661273534,0,800,754,1,40800,EUR
585,7,Y,Y,Y,Y,6661273534,1,800,754,1,40000,EUR
585,7,Y,Y,Y,Y,6661273534,2,400,754,1,12800,EUR
585,7,N,Y,Y,Y,6661273534,3,200,754,1,11600,EUR
585,7,Y,Y,Y,Y,6661273531,0,1200,754,1,54000,EUR
585,7,Y,Y,Y,Y,6661273531,1,600,754,1,17400,EUR
585,7,Y,Y,Y,Y,6661273531,2,300,754,1,15000,EUR
585,7,Y,N,Y,N,6661273531,4,500,754,1,26500,EUR
585,7,Y,N,Y,N,6661273531,5,500,754,1,22000,EUR
585,7,Y,N,Y,N,6661273531,6,500,754,1,14000,EUR
585,7,Y,Y,Y,Y,6661273532,1,1000,754,1,29000,EUR
585,7,Y,Y,Y,Y,6661273532,2,1000,754,1,43000,EUR
585,7,Y,N,Y,N,6661273532,3,500,754,1,25500,EUR
585,7,Y,N,Y,N,6661273532,4,500,754,1,18000,EUR
585,7,Y,N,Y,N,6661273532,5,500,754,1,16500,EUR
585,7,Y,Y,Y,Y,6661273533,1,1000,754,1,35000,EUR
585,7,Y,Y,Y,Y,6661273533,2,1000,754,1,49000,EUR
585,7,Y,N,Y,N,6661273533,0,500,754,1,20500,EUR
585,7,Y,N,Y,N,6661273533,1,500,754,1,13500,EUR
585,7,Y,N,Y,N,6661273533,2,500,754,1,22500,EUR
585,7,Y,N,Y,N,6661273533,2,100,754,1,3100,EUR
585,7,Y,N,Y,N,6661273533,2,100,754,1,5300,EUR
0,0,Y,N,N,N,3160041996,0,185.5,0,1,5008.5,EUR
0,0,Y,N,N,N,3160041996,1,185.5,0,1,742,EUR
0,0,Y,N,N,N,3160041996,2,185.5,0,1,2411.5,EUR
0,0,N,N,N,N,3200016990,0,262.5,0,1,3412.5,EUR
0,0,N,N,N,N,3200016990,0,375,0,1,10875,EUR
0,0,N,N,N,N,3200016990,0,375,0,1,4125,EUR
0,0,N,N,N,N,3333780991,0,375,0,1,4125,EUR
0,0,N,N,N,N,3335028024,0,795.3258416,0,1,17497.16852,EUR
0,0,N,N,N,N,3335329456,0,574.8953529,0,1,7473.639588,EUR
438,1,N,Y,N,N,3337530841,0,697.1947817,530,1,697.1947817,EUR
0,0,N,N,N,N,3338290326,6,660.9056456,0,1,13879.01856,EUR
0,0,N,N,N,N,3341313096,0,139.5079394,0,1,1255.571455,EUR
0,0,N,N,N,N,3341718873,0,908.66928,0,1,1817.33856,EUR
0,0,N,Y,N,N,3342028911,0,182.8927022,0,1,3292.06864,EUR
0,0,N,N,N,N,3343183606,0,748.9456577,0,1,18723.64144,EUR
0,0,N,N,N,N,3343565842,0,925.6920964,0,1,24067.99451,EUR
0,0,N,N,N,N,3347141750,0,784.7583042,0,1,2354.274913,EUR
0,0,N,Y,N,N,3349106106,0,571.218401,0,1,11424.36802,EUR
0,0,N,N,N,N,3349221228,1,537.2396194,0,1,537.2396194,EUR
0,0,N,N,N,N,3351178102,0,801.4859808,0,1,801.4859808,EUR
0,0,N,N,N,N,3351313375,0,793.2098759,0,1,6345.679007,EUR
0,0,N,N,N,N,3352166255,0,388.4139607,0,1,5437.79545,EUR
0,0,N,N,N,N,3352708526,0,702.0144268,0,1,6318.129841,EUR
0,0,N,Y,N,N,3356830106,4,477.5880271,0,1,6686.232379,EUR
0,0,N,N,N,N,3358331170,0,977.8147143,0,1,15645.03543,EUR
0,0,N,Y,N,N,3359485487,0,604.4644263,0,1,14507.14623,EUR
781,2,N,Y,N,N,3359515389,0,738.8735633,918,1,15516.34483,EUR
0,0,N,Y,N,N,3361344544,0,176.9943282,0,1,4424.858205,EUR
0,0,N,N,N,N,3362934997,0,772.5997851,0,1,16997.19527,EUR
0,0,N,N,N,N,3363782481,0,817.7037576,0,1,16354.07515,EUR
0,0,N,N,N,N,3364000461,0,900.8032314,0,1,26123.29371,EUR
0,0,N,N,N,N,3364792317,0,695.8323671,0,1,15308.31208,EUR
0,0,N,N,N,N,3365168978,1,515.8856183,0,1,10833.59798,EUR
0,0,N,N,N,N,3369503548,0,797.6814921,0,1,19144.35581,EUR
0,0,N,N,N,N,3372853708,6,73.02885368,0,1,1752.692488,EUR
0,0,N,N,N,N,3373747581,0,554.570771,0,1,554.570771,EUR
0,0,N,N,N,N,3374256191,0,283.7194669,0,1,4823.230937,EUR
0,0,N,N,N,N,3376642926,0,492.0418223,0,1,7380.627335,EUR
677,4,N,Y,N,N,3377525986,0,518.8298938,730,1,518.8298938,EUR
0,0,N,N,N,N,3377598810,0,980.6475055,0,1,0,EUR
0,0,N,N,N,N,3379194612,0,681.4592031,0,1,681.4592031,EUR
0,0,N,N,N,N,3379286495,5,258.4302829,0,1,7236.047921,EUR
0,0,N,N,N,N,3382903731,0,788.6774125,0,1,18928.2579,EUR
0,0,N,N,N,N,3382992385,0,305.901316,0,1,7035.730268,EUR
0,0,N,Y,N,N,3384289990,0,667.4968404,0,1,11347.44629,EUR
0,0,N,N,N,N,3386119800,0,953.2963089,0,1,6673.074162,EUR
0,0,N,N,N,N,3386625503,0,819.2511303,0,1,1638.502261,EUR
0,0,N,N,N,N,3389037502,0,991.0820918,0,1,0,EUR
0,0,N,N,N,N,3390311896,0,564.6975784,0,1,1694.092735,EUR
0,0,N,N,N,N,3390408118,0,869.7825668,0,1,5218.695401,EUR
0,0,N,N,N,N,3390421922,0,226.3208575,0,1,4526.41715,EUR
0,0,N,N,N,N,3391137811,1,757.6708984,0,1,10607.39258,EUR
0,0,N,N,N,N,3392483844,0,810.3804191,0,1,18638.74964,EUR
0,0,N,Y,N,N,3392901760,0,948.2604521,0,1,27499.55311,EUR
0,0,N,N,N,N,3393045253,0,33.32058923,0,1,966.2970877,EUR
0,0,N,N,N,N,3393235177,0,765.1056955,0,1,6120.845564,EUR
0,0,N,N,N,N,3394443999,3,139.5080885,0,1,418.5242655,EUR
638,5,N,N,N,N,3395034027,0,753.3895864,712,1,11300.8438,EUR
0,0,N,N,N,N,3396089333,0,904.0919615,0,1,18081.83923,EUR
0,0,N,N,N,N,3396563973,0,480.3256876,0,1,1440.977063,EUR
0,0,N,N,N,N,3396727901,3,575.8866276,0,1,9214.186042,EUR
0,0,N,Y,N,N,3399674481,0,536.6174844,0,1,2683.087422,EUR
0,0,N,N,N,N,3400217521,0,635.925998,0,1,6995.185978,EUR
0,0,N,N,N,N,3401041254,0,945.80618,0,1,27428.37922,EUR
0,0,N,N,N,N,3401072583,2,893.6900118,0,1,2681.070035,EUR
0,0,N,N,N,N,3401445241,0,772.8766219,0,1,10047.39608,EUR
0,0,N,N,N,N,3401878013,0,463.3194612,0,1,11119.66707,EUR
267,5,N,N,N,N,3403918452,2,334.0842075,923,1,0,EUR
0,0,N,N,N,N,3405895343,0,372.5387616,0,1,5215.542662,EUR
0,0,N,Y,N,N,3406168428,3,587.8233202,0,1,11756.4664,EUR
0,0,N,N,N,N,3406913277,6,976.8788131,0,1,12699.42457,EUR
0,0,N,N,N,N,3406925116,0,761.9929718,0,1,16763.84538,EUR
0,0,N,Y,N,N,3409044326,0,417.6075211,0,1,10022.58051,EUR
0,0,N,N,N,N,3409095418,0,908.6468831,0,1,7269.175065,EUR
0,0,N,N,N,N,3409260594,0,152.2503117,0,1,913.5018702,EUR
0,0,N,Y,N,N,3411546968,1,577.8632006,0,1,4622.905605,EUR
0,0,N,N,N,N,3412458375,0,325.8021309,0,1,6841.844749,EUR
0,0,N,N,N,N,3413554900,4,880.9632491,0,1,21143.11798,EUR
0,0,N,N,N,N,3414287941,0,222.8070521,0,1,0,EUR
0,0,N,N,N,N,3416522311,0,917.531656,0,1,4587.65828,EUR
0,0,N,N,N,N,3417285699,0,319.01937,0,1,7018.42614,EUR
0,0,N,N,N,N,3418158556,0,419.0199194,0,1,3771.179275,EUR
0,0,N,N,N,N,3419080002,0,896.5871669,0,1,19724.91767,EUR
0,0,N,N,N,N,3419693206,0,817.2087569,0,1,9806.505083,EUR
0,0,N,N,N,N,3420501022,0,649.5528983,0,1,12341.50507,EUR
0,0,N,Y,N,N,3420560059,3,938.7780716,0,1,26285.786,EUR
0,0,N,N,N,N,3422472079,1,900.036479,0,1,27001.09437,EUR
0,0,N,Y,N,N,3422768759,0,315.976275,0,1,947.928825,EUR
0,0,N,N,N,N,3423976232,0,782.086019,0,1,14859.63436,EUR
0,0,N,N,N,N,3425665457,0,394.0524621,0,1,6698.891856,EUR
0,0,N,N,N,N,3426603333,0,556.1020834,0,1,11678.14375,EUR
0,0,N,Y,N,N,3426923173,0,710.0134924,0,1,14910.28334,EUR
0,0,N,N,N,N,3432025717,0,870.6814562,0,1,9577.496018,EUR
0,0,N,N,N,N,3433367068,0,751.7596085,0,1,12028.15374,EUR
0,0,N,N,N,N,3434958979,0,674.5685349,0,1,20237.05605,EUR
0,0,N,N,N,N,3436535040,0,245.3440109,0,1,1717.408076,EUR
0,0,N,N,N,N,3439089244,0,116.2161332,0,1,929.7290656,EUR
0,0,N,N,N,N,3441115676,0,962.8074737,0,1,26958.60926,EUR
0,0,N,N,N,N,3444008590,0,755.0230242,0,1,16610.50653,EUR
0,0,N,N,N,N,3444574612,6,67.69839344,0,1,676.9839344,EUR
0,0,N,N,N,N,3450450657,0,609.1754966,0,1,1218.350993,EUR
0,0,N,Y,N,N,3454656550,0,879.8399926,0,1,0,EUR
0,0,N,N,N,N,3456680998,0,744.439535,0,1,20844.30698,EUR
0,0,N,N,N,N,3456739646,0,174.5748193,0,1,0,EUR
0,0,N,N,N,N,3457182263,0,561.8878553,0,1,15732.85995,EUR
0,0,N,N,N,N,3457793169,0,255.2412689,0,1,2041.930151,EUR
0,0,N,N,N,N,3458102286,0,480.7311598,0,1,6730.236237,EUR
0,0,N,N,N,N,3459461025,0,933.6599343,0,1,3734.639737,EUR
0,0,N,N,N,N,3459826071,0,114.8077308,0,1,1607.308231,EUR
0,0,N,N,N,N,3466513147,0,982.5476097,0,1,4912.738049,EUR
0,0,N,N,N,N,3469733087,0,435.9134916,0,1,4359.134916,EUR
0,0,N,N,N,N,3469801806,0,226.8339896,0,1,453.6679792,EUR
0,0,N,N,N,N,3470036109,0,271.2274609,0,1,1356.137305,EUR
0,0,N,N,N,N,3470420389,0,327.5072453,0,1,7860.173887,EUR
0,0,N,N,N,N,3473277510,0,736.8517692,0,1,13263.33185,EUR
0,0,N,N,N,N,3474413225,6,567.4378159,0,1,6241.815975,EUR
0,0,N,N,N,N,3475849004,0,993.317349,0,1,13906.44289,EUR
0,0,N,N,N,N,3475935285,0,400.4562388,0,1,800.9124776,EUR
0,0,N,N,N,N,3479876243,0,678.9127188,0,1,6110.214469,EUR
0,0,N,N,N,N,3480678455,0,533.8960656,0,1,4271.168525,EUR
0,0,N,N,N,N,3481118585,0,732.522185,0,1,12452.87715,EUR
0,0,N,N,N,N,3481901056,0,259.4495207,0,1,2853.944728,EUR
0,0,N,N,N,N,3482015123,0,887.7929168,0,1,15092.47959,EUR
0,0,N,N,N,N,3482027814,0,673.7871805,0,1,16170.89233,EUR
0,0,N,N,N,N,3482372454,0,592.772034,0,1,7706.036442,EUR
0,0,N,N,N,N,3483261554,0,659.8070713,0,1,19134.40507,EUR
0,0,N,N,N,N,3483773246,2,502.8393651,0,1,4525.554286,EUR
0,0,N,N,N,N,3484573869,0,540.9795433,0,1,3245.87726,EUR
0,0,N,N,N,N,3484615286,0,90.01274555,0,1,2070.293148,EUR
0,0,N,N,N,N,3488297673,0,153.7511235,0,1,615.004494,EUR
0,0,N,N,N,N,3489307761,0,184.4780964,0,1,5349.864796,EUR
0,0,N,N,N,N,3489590587,0,741.5584216,0,1,1483.116843,EUR
0,0,N,N,N,N,3489678612,0,535.0000484,0,1,10165.00092,EUR
0,0,N,N,N,N,3490791034,2,276.7648962,0,1,4428.238339,EUR
0,0,N,N,N,N,3491083090,0,535.6385501,0,1,8034.578252,EUR
0,0,N,N,N,N,3491505286,0,143.831833,0,1,3595.795825,EUR
0,0,N,N,N,N,3491557751,0,645.2165927,0,1,10968.68208,EUR
0,0,N,N,N,N,3493976559,0,221.53988,0,1,3987.71784,EUR
0,0,N,N,N,N,3496464197,0,295.7822414,0,1,4732.515862,EUR
0,0,N,Y,N,N,3498263337,0,807.8373395,0,1,16964.58413,EUR
0,0,N,Y,N,N,3499087362,0,731.9780894,0,1,13907.5837,EUR
0,0,N,N,N,N,3499488049,0,299.1148076,0,1,7776.984998,EUR
0,0,N,N,N,N,3499689294,0,368.4336312,0,1,8105.539886,EUR
0,0,N,N,N,N,3500328343,0,746.3343732,0,1,21643.69682,EUR
0,0,N,N,N,N,3501885583,0,581.3095268,0,1,11044.88101,EUR
0,0,N,N,N,N,3505803066,3,413.8841481,0,1,9933.219554,EUR
0,0,N,Y,N,N,3507404802,0,653.4400849,0,1,6534.400849,EUR
0,0,N,Y,N,N,3508386391,0,551.3288488,0,1,13783.22122,EUR
0,0,N,Y,N,N,3508392910,0,588.821206,0,1,1766.463618,EUR
0,0,N,Y,N,N,3510594343,0,698.0108159,0,1,6282.097343,EUR
0,0,N,N,N,N,3511712407,0,619.7705306,0,1,10536.09902,EUR
0,0,N,N,N,N,3514946201,5,168.1831738,0,1,4204.579345,EUR
242,4,N,N,N,N,3515458871,0,931.7107901,946,1,7453.686321,EUR
0,0,N,N,N,N,3515534397,0,596.3886428,0,1,10734.99557,EUR
0,0,N,N,N,N,3516097910,0,975.2536165,0,1,21455.57956,EUR
0,0,N,N,N,N,3516508833,3,350.1571551,0,1,9104.086033,EUR
0,0,N,N,N,N,3516805332,0,425.6565945,0,1,1702.626378,EUR
0,0,N,N,N,N,3517947519,0,24.61433519,0,1,443.0580334,EUR
0,0,N,N,N,N,3518189460,0,884.5431496,0,1,0,EUR
0,0,N,Y,N,N,3518236039,3,885.7841967,0,1,15058.33134,EUR
0,0,N,N,N,N,3518422544,0,966.6480189,0,1,27066.14453,EUR
0,0,N,N,N,N,3518784657,0,154.5972464,0,1,1545.972464,EUR
0,0,N,N,N,N,3519472772,0,628.7312042,0,1,18861.93613,EUR
0,0,N,N,N,N,3519486219,0,596.4622689,0,1,13718.63218,EUR
0,0,N,N,N,N,3521648616,1,541.1007341,0,1,15150.82055,EUR
0,0,N,N,N,N,3522325752,0,602.1745806,0,1,5419.571225,EUR
0,0,N,N,N,N,3527412600,0,143.7397219,0,1,431.2191657,EUR
0,0,N,N,N,N,3531995557,0,835.164541,0,1,22549.44261,EUR
0,0,N,N,N,N,3535300409,0,218.2719168,0,1,1527.903418,EUR
0,0,N,N,N,N,3535357836,0,210.4549194,0,1,4419.553307,EUR
0,0,N,N,N,N,3536978368,0,366.0303963,0,1,1464.121585,EUR
0,0,N,N,N,N,3538500518,0,480.9564776,0,1,6252.434209,EUR
0,0,N,N,N,N,3539473672,0,524.1820479,0,1,4193.456383,EUR
0,0,N,Y,N,N,3540314065,0,209.7750891,0,1,4405.276871,EUR
0,0,N,N,N,N,3540872906,0,230.9225454,0,1,5080.295999,EUR
0,0,N,N,N,N,3543390736,0,292.3802799,0,1,2631.422519,EUR
0,0,N,Y,N,N,3548719208,0,514.3955851,0,1,2057.58234,EUR
0,0,N,N,N,N,3551084045,0,400.2530028,0,1,5603.542039,EUR
0,0,N,N,N,N,3551342299,0,514.5016284,0,1,2572.508142,EUR
0,0,N,N,N,N,3551695659,0,978.9778628,0,1,13705.69008,EUR
0,0,N,N,N,N,3552394097,0,356.0531442,0,1,1068.159433,EUR
0,0,N,Y,N,N,3552859408,0,869.2319171,0,1,3476.927668,EUR
0,0,N,N,N,N,3553696100,0,516.8412666,0,1,14471.55546,EUR
0,0,N,N,N,N,3553702381,3,599.6688385,0,1,7795.694901,EUR
0,0,N,N,N,N,3553896680,0,356.4103817,0,1,8910.259543,EUR
0,0,N,N,N,N,3556739004,0,748.4508721,0,1,7484.508721,EUR
0,0,N,N,N,N,3557818586,0,285.9133049,0,1,5432.352793,EUR
0,0,N,N,N,N,3559232671,5,650.6815211,0,1,16917.71955,EUR
0,0,N,N,N,N,3559739048,0,302.6994428,0,1,4540.491642,EUR
0,0,N,N,N,N,3562603242,0,348.9421299,0,1,6629.900468,EUR
0,0,N,N,N,N,3565697089,1,233.6998825,0,1,3271.798355,EUR
0,0,N,Y,N,N,3567225316,0,799.2352664,0,1,5594.646865,EUR
0,0,N,N,N,N,3568227646,0,573.2610841,0,1,1146.522168,EUR
0,0,N,N,N,N,3568567942,0,692.9511304,0,1,11087.21809,EUR
0,0,N,N,N,N,3568848026,0,861.7200846,0,1,1723.440169,EUR
346,9,N,N,N,N,3569707046,3,185.0323486,435,1,1295.22644,EUR
0,0,N,N,N,N,3570312802,0,778.9939438,0,1,10905.91521,EUR
0,0,N,N,N,N,3572165186,0,268.6039835,0,1,5372.07967,EUR
975,5,N,N,N,N,3576609711,0,206.9367032,992,1,5794.22769,EUR
0,0,N,Y,N,N,3579409275,0,395.5145875,0,1,0,EUR
0,0,N,N,N,N,3581339014,0,552.6568182,0,1,0,EUR
0,0,N,N,N,N,3581393535,0,590.1536992,0,1,1180.307398,EUR
0,0,N,N,N,N,3581554883,0,954.0631233,0,1,23851.57808,EUR
0,0,N,N,N,N,3581611981,0,452.5488594,0,1,5430.586313,EUR
0,0,N,N,N,N,3581842005,0,269.7692987,0,1,2427.923688,EUR
0,0,N,N,N,N,3582877117,0,488.9997194,0,1,488.9997194,EUR
0,0,N,N,N,N,3583430505,0,819.390729,0,1,20484.76823,EUR
719,5,N,N,N,N,3584037717,2,984.5235964,914,1,26582.1371,EUR
0,0,N,N,N,N,3584372064,3,207.3242988,0,1,5183.10747,EUR
0,0,N,N,N,N,3584920170,0,865.6765051,0,1,12119.47107,EUR
0,0,N,N,N,N,3587111798,0,428.7149143,0,1,3858.434229,EUR
0,0,N,Y,N,N,3589338723,0,744.476896,0,1,2233.430688,EUR
0,0,N,N,N,N,3589352375,6,484.5259883,0,1,8236.941801,EUR
0,0,N,N,N,N,3591169587,0,870.9886458,0,1,10451.86375,EUR
0,0,N,N,N,N,3592066133,0,918.6812021,0,1,4593.406011,EUR
0,0,N,N,N,N,3595135291,0,409.7558817,0,1,7785.361752,EUR
0,0,N,N,N,N,3595429127,0,504.6446743,0,1,15139.34023,EUR
0,0,N,N,N,N,3596953390,0,221.6204952,0,1,6426.994361,EUR
0,0,N,N,N,N,3597840001,0,975.2356757,0,1,6826.64973,EUR
0,0,N,N,N,N,3598283335,0,106.363069,0,1,2871.802863,EUR
0,0,N,Y,N,N,3598667002,0,576.8975236,0,1,11537.95047,EUR
0,0,N,N,N,N,3600685674,0,299.0017596,0,1,6578.038711,EUR
0,0,N,N,N,N,3600781509,0,313.4224327,0,1,1567.112164,EUR
0,0,N,N,N,N,3602850906,0,891.109389,0,1,25842.17228,EUR
0,0,N,N,N,N,3604056060,6,734.5007466,0,1,15424.51568,EUR
0,0,N,N,N,N,3606558690,0,993.734603,0,1,6956.142221,EUR
0,0,N,N,N,N,3608676640,0,486.7195137,0,1,8760.951247,EUR
0,0,N,N,N,N,3608832053,0,744.8665475,0,1,11172.99821,EUR
0,0,N,Y,N,N,3609537995,0,971.4335585,0,1,14571.50338,EUR
473,2,N,N,N,N,3609627958,0,983.3165585,937,1,25566.23052,EUR
0,0,N,N,N,N,3611209181,0,206.10803,0,1,1030.54015,EUR
0,0,N,N,N,N,3611436503,0,423.1782568,0,1,10579.45642,EUR
0,0,N,Y,N,N,3613369246,0,463.3685021,0,1,13437.68656,EUR
0,0,N,N,N,N,3613914338,0,946.6120554,0,1,21772.07727,EUR
0,0,N,N,N,N,3614959069,0,765.5377846,0,1,21435.05797,EUR
0,0,N,N,N,N,3616173485,0,838.8031795,0,1,838.8031795,EUR
0,0,N,N,N,N,3616518993,0,825.3938393,0,1,20634.84598,EUR
0,0,N,N,N,N,3618666797,0,628.8589918,0,1,6288.589918,EUR
0,0,N,N,N,N,3620451052,0,624.7182738,0,1,1249.436548,EUR
0,0,N,N,N,N,3622219417,0,371.7361801,0,1,6319.515062,EUR
0,0,N,N,N,N,3622897210,0,775.6426744,0,1,23269.28023,EUR
0,0,N,N,N,N,3626875653,2,954.2404197,0,1,10496.64462,EUR
0,0,N,N,N,N,3628159967,0,355.2746399,0,1,8526.591358,EUR
0,0,N,N,N,N,3631838831,0,402.476241,0,1,1609.904964,EUR
0,0,N,N,N,N,3632098158,0,261.4292863,0,1,2091.43429,EUR
0,0,N,Y,N,N,3634250878,1,660.0832143,0,1,0,EUR
0,0,N,N,N,N,3634909182,0,600.5783542,0,1,4204.048479,EUR
0,0,N,Y,N,N,3635023073,0,392.5302345,0,1,2747.711642,EUR
0,0,N,N,N,N,3635454329,0,491.4858425,0,1,2948.915055,EUR
0,0,N,Y,N,N,3636177004,0,313.6576982,0,1,5018.523171,EUR
0,0,N,N,N,N,3637706677,0,515.0148265,0,1,13905.40032,EUR
0,0,N,N,N,N,3638878615,0,712.7100812,0,1,10690.65122,EUR
0,0,N,N,N,N,3639888440,0,52.8857532,0,1,158.6572596,EUR
